date,user_id,monthly_income,monthly_expense_total,savings_rate,budget_goal,financial_scenario,credit_score,debt_to_income_ratio,loan_payment,investment_amount,subscription_services,emergency_fund,transaction_count,fraud_flag,discretionary_spending,essential_spending,income_type,rent_or_mortgage,category,cash_flow_status,financial_advice_score,financial_stress_level,actual_savings,savings_goal_met
2021-03-21,1114,5496.62,3475.36,0.28,3069.8,recession,724.0,0.4,738.8,651.85,2,1993.44,37,0,586.42,2355.69,Salary,828.69,Education,Positive,31.5,Low,2021.26,0
2021-04-20,1151,4443.96,1866.36,0.38,2084.6,normal,681.0,0.18,448.94,419.96,4,1858.57,46,0,461.75,1671.16,Salary,1818.73,Healthcare,Negative,22.8,High,2577.6,1
2021-05-20,1627,2435.41,2695.54,0.06,2527.42,normal,692.0,0.31,745.68,394.69,4,1314.19,46,0,332.73,2472.63,Salary,1311.05,Investments,Negative,25.2,High,0.0,0
2021-06-19,1711,3093.8,3327.55,0.25,2987.48,normal,777.0,0.33,473.49,83.52,4,1451.56,22,0,558.65,2294.99,Mixed,638.33,Education,Positive,42.0,High,0.0,0
2021-07-19,1148,4615.7,3231.27,0.37,3021.24,normal,661.0,0.11,153.5,148.75,5,1125.06,73,0,228.43,1757.32,Salary,428.9,Groceries,Positive,55.6,High,1384.43,0
2021-08-18,1475,3928.51,3113.71,0.13,3028.4,normal,632.0,0.58,642.56,323.29,4,1044.66,28,0,478.36,1006.97,Salary,513.81,Entertainment,Positive,66.4,Low,814.8,0
2021-09-17,1845,2112.75,2620.95,0.18,2930.49,recession,661.0,0.18,289.2,515.71,9,830.84,43,0,299.8,2587.25,Freelance,1158.33,Utilities,Negative,16.7,High,0.0,0
2021-10-17,1172,5219.66,2336.39,0.1,3586.82,normal,648.0,0.56,710.58,448.0,7,1625.65,85,0,329.86,1831.12,Salary,2263.74,Dining Out,Positive,97.5,Low,2883.27,0
2021-11-16,1314,4946.59,3811.21,0.27,2769.65,normal,622.0,0.46,336.92,595.05,4,1078.84,29,0,456.76,1847.29,Salary,1138.92,Investments,Neutral,63.5,Low,1135.38,0
2021-12-16,1358,2973.34,4225.71,0.17,3276.93,recession,700.0,0.43,669.32,69.14,2,646.8,74,0,795.14,2676.45,Salary,1313.85,Healthcare,Neutral,90.3,Low,0.0,0
2022-01-15,1768,1789.65,4311.9,0.1,3790.92,normal,591.0,0.49,814.75,530.92,6,766.87,59,0,554.72,2337.8,Freelance,593.72,Entertainment,Positive,75.7,Low,0.0,0
2022-02-14,1916,5224.27,2935.97,0.12,2229.61,inflation,645.0,0.19,527.41,353.8,6,640.33,49,0,424.75,2231.63,Salary,470.65,Entertainment,Positive,34.3,High,2288.3,1
2022-03-16,1045,5699.57,3825.34,0.08,2782.39,normal,666.0,0.24,686.07,484.15,8,647.94,20,0,505.08,1389.66,Salary,885.31,Rent,Neutral,86.2,Medium,1874.23,0
2022-04-15,1589,2503.84,3968.01,0.14,2682.67,inflation,679.0,0.35,622.72,507.23,9,880.14,55,0,645.57,2715.61,Salary,1265.36,Entertainment,Positive,68.7,Medium,0.0,0
2022-05-15,1538,3535.93,3203.36,0.39,2349.47,recession,669.0,0.43,635.05,458.59,4,1861.44,46,0,642.55,1956.51,Freelance,1308.04,Utilities,Positive,8.6,Low,332.57,0
2022-06-14,1275,3948.8,3374.23,0.18,3002.57,normal,709.0,0.27,627.71,196.33,4,733.66,29,0,666.32,1283.49,Mixed,1395.35,Transportation,Negative,21.8,High,574.57,0
2022-07-14,1938,3410.99,1755.22,0.13,3381.34,recession,780.0,0.1,211.96,495.09,3,621.89,37,0,613.14,1206.58,Salary,1221.58,Dining Out,Negative,62.8,Low,1655.77,0
2022-08-13,1832,4483.12,4319.03,0.13,2457.66,normal,715.0,0.13,449.08,429.64,6,951.52,84,0,853.55,2198.8,Salary,1366.47,Utilities,Positive,60.4,Low,164.09,0
2022-09-12,1795,3890.97,3430.6,0.32,3024.77,normal,689.0,0.39,210.47,601.84,8,163.8,63,0,292.75,2349.03,Salary,1283.41,Entertainment,Positive,66.1,Medium,460.37,0
2022-10-12,1925,3813.72,3462.34,0.37,2863.75,normal,733.0,0.48,589.43,905.64,1,617.73,72,0,854.01,2268.94,Mixed,1237.97,Groceries,Positive,76.2,Low,351.38,0
2022-11-11,1555,2321.86,4290.89,0.37,2907.94,normal,682.0,0.33,821.64,289.22,4,0.0,24,0,346.17,2657.93,Freelance,802.27,Groceries,Negative,24.1,Low,0.0,0
2022-12-11,1877,4203.83,5119.48,0.34,3269.85,recession,753.0,0.56,434.34,50.09,3,467.21,92,0,727.21,2484.92,Salary,1721.19,Utilities,Positive,47.9,High,0.0,0
2023-01-10,1740,3719.17,3885.53,0.06,3311.15,inflation,681.0,0.13,914.02,537.05,4,1815.34,79,0,533.56,2493.51,Salary,803.54,Investments,Negative,66.0,Medium,0.0,0
2023-02-09,1992,5121.67,2289.38,0.22,2152.84,inflation,619.0,0.55,601.15,257.01,4,1111.54,82,0,621.55,1861.58,Salary,1201.7,Utilities,Positive,91.7,Low,2832.29,1
2023-03-11,1314,3214.75,2125.73,0.3,2138.63,normal,722.0,0.33,454.97,222.94,3,1320.38,66,0,352.64,2105.87,Salary,1353.34,Utilities,Neutral,19.6,Low,1089.02,0
2023-04-10,1995,3430.52,3383.66,0.25,2462.67,inflation,731.0,0.35,477.57,363.37,4,766.08,90,0,533.32,1807.12,Salary,1717.28,Education,Positive,70.1,Medium,46.86,0
2023-05-10,1377,4689.51,2125.43,0.31,1688.49,recession,595.0,0.41,981.17,0.0,6,998.12,81,0,345.49,1690.71,Mixed,884.5,Investments,Positive,95.7,Low,2564.08,1
2023-06-09,1455,2806.32,4093.23,0.21,3950.56,normal,585.0,0.31,304.26,430.75,6,1935.16,51,0,461.79,1971.24,Salary,986.77,Rent,Positive,50.5,Low,0.0,0
2023-07-09,1395,4840.18,2825.0,0.16,3034.11,inflation,622.0,0.49,154.45,128.43,4,692.75,35,0,838.39,1863.48,Salary,992.18,Transportation,Neutral,24.6,Low,2015.18,0
2023-08-08,1271,4240.52,2912.07,0.21,2375.82,normal,727.0,0.14,552.06,577.56,2,1481.37,30,0,812.38,2010.91,Freelance,1478.18,Insurance,Neutral,67.5,High,1328.45,0
2023-09-07,1488,3016.46,3568.26,0.06,2831.4,normal,708.0,0.21,606.54,366.49,2,396.94,99,0,538.07,2030.54,Salary,1428.79,Insurance,Neutral,91.1,Low,0.0,0
2023-10-07,1153,4012.15,3452.36,0.32,2098.94,normal,669.0,0.13,554.36,509.31,2,2282.94,73,0,499.34,2079.25,Salary,567.55,Investments,Neutral,22.4,Medium,559.79,0
2023-11-06,1891,2791.51,4801.39,0.38,2442.02,normal,688.0,0.35,559.33,622.26,5,848.97,71,0,810.0,1501.37,Salary,1672.34,Entertainment,Positive,99.9,Low,0.0,0
2019-01-01,1297,4442.01,3199.04,0.26,3945.33,inflation,754.0,0.26,363.8,0.0,4,359.89,55,0,733.97,2697.83,Salary,336.38,Insurance,Positive,82.5,Medium,1242.97,0
2019-01-31,1427,4349.07,2447.82,0.19,3201.64,normal,665.0,0.35,306.06,450.06,6,2078.38,23,0,345.98,2926.05,Salary,1795.66,Insurance,Neutral,82.9,Low,1901.25,0
2019-03-02,1979,5034.77,4323.99,0.27,3518.1,normal,669.0,0.37,596.82,148.88,5,1302.15,82,0,631.48,2350.99,Salary,1375.3,Groceries,Positive,91.2,High,710.78,0
2019-04-01,1845,4177.84,1805.84,0.4,3119.13,normal,736.0,0.45,324.11,434.08,7,192.0,67,0,538.08,2787.68,Mixed,1066.96,Entertainment,Positive,65.3,Low,2372.0,0
2019-05-01,1865,3712.59,2705.48,0.06,2680.55,recession,679.0,0.1,605.87,61.53,1,652.5,87,0,614.34,2527.91,Salary,751.76,Healthcare,Positive,37.7,Medium,1007.11,0
2019-05-31,1750,3947.15,3338.3,0.18,2609.58,recession,710.0,0.14,199.47,670.2,8,518.93,67,0,340.24,1000.0,Salary,562.63,Dining Out,Positive,82.3,Low,608.85,0
2019-06-30,1261,5115.83,3869.5,0.13,1981.72,normal,678.0,0.36,755.37,316.45,9,768.76,48,0,251.33,1498.16,Freelance,1247.1,Education,Negative,98.7,Low,1246.33,0
2019-07-30,1451,3114.69,2511.13,0.3,2391.5,normal,591.0,0.11,934.4,683.31,3,1060.49,77,0,433.18,1380.29,Salary,1499.07,Dining Out,Positive,65.3,Low,603.56,0
2019-08-29,1212,3982.15,1987.45,0.12,2288.14,normal,666.0,0.56,514.24,158.99,2,1228.02,48,0,154.93,1286.58,Freelance,781.28,Entertainment,Positive,70.7,Low,1994.7,0
2019-09-28,1035,4483.58,3970.71,0.12,1672.27,inflation,661.0,0.18,190.4,209.18,6,747.42,71,0,431.81,2178.74,Salary,960.35,Rent,Negative,0.9,Low,512.87,0
2019-10-28,1805,4635.73,2587.17,0.35,2868.4,normal,697.0,0.17,293.81,328.38,5,618.92,85,0,395.23,2479.05,Salary,1245.56,Entertainment,Positive,78.9,Low,2048.56,0
2019-11-27,1016,4328.95,3001.03,0.13,3695.99,normal,643.0,0.46,510.03,484.59,7,2485.71,82,0,711.89,2186.7,Salary,591.82,Utilities,Negative,83.6,Low,1327.92,0
2019-12-27,1343,4441.11,2796.79,0.18,1800.28,recession,755.0,0.36,617.11,474.6,9,0.0,39,0,153.96,2780.44,Salary,958.08,Investments,Neutral,86.3,Medium,1644.32,0
2020-01-26,1873,5737.31,2864.03,0.18,2888.49,normal,736.0,0.47,581.67,128.57,6,335.67,72,0,697.76,3254.64,Salary,1500.16,Healthcare,Positive,81.7,High,2873.28,0
2020-02-25,1908,3664.79,2656.52,0.22,2879.68,normal,708.0,0.39,375.54,606.79,5,969.33,22,0,587.22,2225.48,Freelance,1753.52,Entertainment,Positive,96.0,Medium,1008.27,0
2020-03-26,1371,4529.79,3188.92,0.06,2895.1,normal,687.0,0.23,858.29,178.38,4,1416.14,76,0,668.38,1000.0,Salary,2172.11,Transportation,Positive,51.6,Medium,1340.87,0
2020-04-25,1701,4457.4,3435.29,0.27,2427.06,normal,637.0,0.5,40.9,253.5,3,1365.4,94,0,456.27,1660.94,Salary,935.89,Groceries,Positive,55.8,Medium,1022.11,0
2020-05-25,1164,4351.16,2656.02,0.21,3659.21,normal,728.0,0.6,400.75,559.34,8,22.54,59,1,420.08,2376.71,Freelance,364.3,Insurance,Positive,28.2,Medium,1695.14,0
2020-06-24,1482,6901.39,2022.47,0.32,1515.55,recession,655.0,0.44,314.53,241.2,6,1146.31,77,0,608.77,2104.47,Salary,1213.82,Investments,Positive,4.4,Low,4878.92,1
2020-07-24,1351,2512.08,2048.98,0.34,2973.19,normal,775.0,0.54,430.51,428.27,4,1438.22,85,0,206.03,2618.06,Mixed,1973.01,Investments,Neutral,69.2,Low,463.1,0
2020-08-23,1628,3609.0,3712.21,0.1,3060.24,inflation,689.0,0.44,407.94,660.45,5,1152.52,25,0,511.41,1787.56,Salary,1298.06,Dining Out,Positive,3.9,Low,0.0,0
2020-09-22,1566,1576.0,3467.34,0.07,2840.64,normal,637.0,0.6,406.19,395.14,5,1847.37,94,1,516.39,2749.87,Salary,1870.47,Transportation,Positive,78.4,Low,0.0,0
2020-10-22,1443,4181.71,2914.44,0.26,2863.62,recession,779.0,0.42,542.41,573.87,1,1362.8,20,0,482.59,2186.17,Mixed,1190.2,Groceries,Positive,31.5,Low,1267.27,0
2020-11-21,1007,4370.16,1178.52,0.14,3106.36,normal,694.0,0.32,657.92,304.25,3,1689.88,67,0,497.03,2145.91,Salary,810.05,Groceries,Negative,26.3,Low,3191.64,1
2020-12-21,1829,1452.07,3122.66,0.27,2931.08,normal,731.0,0.31,529.84,914.68,5,1128.0,24,0,338.17,2291.49,Salary,1110.77,Transportation,Neutral,93.9,Medium,0.0,0
2021-01-20,1053,4763.56,3377.53,0.14,3845.96,normal,695.0,0.45,299.34,419.97,4,804.45,21,0,126.05,2030.42,Salary,969.88,Healthcare,Negative,33.1,Medium,1386.03,0
2021-02-19,1777,3194.54,3007.88,0.18,1507.83,inflation,687.0,0.49,325.07,215.27,7,1304.1,64,0,646.88,1600.71,Salary,451.76,Transportation,Neutral,42.4,Medium,186.66,0
2021-03-21,1271,2609.38,3289.32,0.25,3313.67,recession,716.0,0.35,345.44,220.63,7,860.84,37,0,535.4,2815.78,Salary,625.05,Rent,Positive,56.5,Medium,0.0,0
2021-04-20,1937,5015.16,3358.93,0.13,2791.2,normal,636.0,0.27,266.83,496.37,1,780.44,64,0,254.41,1502.41,Salary,1752.12,Education,Negative,14.5,Low,1656.23,0
2021-05-20,1077,3989.19,2281.74,0.18,3204.29,normal,655.0,0.31,350.61,610.64,6,1244.17,65,0,360.17,1888.61,Salary,1843.39,Entertainment,Positive,82.3,Low,1707.45,0
2021-06-19,1588,3782.33,1791.96,0.3,2764.43,recession,713.0,0.47,684.5,25.87,2,1467.87,50,0,412.2,1205.72,Salary,1144.9,Healthcare,Positive,39.6,High,1990.37,0
2021-07-19,1481,3667.83,3321.01,0.27,2899.07,recession,647.0,0.34,467.76,400.93,1,721.41,79,0,484.02,2653.83,Salary,1592.85,Insurance,Neutral,87.4,Medium,346.82,0
2021-08-18,1720,3781.06,1485.48,0.26,2926.85,normal,708.0,0.55,434.83,31.68,4,821.38,38,0,874.03,1000.0,Salary,1687.68,Investments,Positive,66.7,Low,2295.58,0
2021-09-17,1513,3550.09,2241.68,0.2,2879.42,normal,587.0,0.34,697.57,865.3,1,305.18,45,0,560.31,2884.83,Salary,943.14,Transportation,Positive,88.0,Medium,1308.41,0
2021-10-17,1353,5678.87,2578.78,0.24,3564.19,inflation,666.0,0.33,119.89,388.46,3,688.57,98,0,444.42,2263.45,Salary,735.75,Education,Neutral,35.1,Medium,3100.09,0
2021-11-16,1095,3724.11,2954.33,0.27,2563.88,normal,624.0,0.43,522.3,175.93,7,1410.51,79,0,474.19,2235.1,Salary,826.75,Dining Out,Positive,26.1,Medium,769.78,0
2021-12-16,1280,2710.11,2662.68,0.18,2756.23,normal,676.0,0.24,686.15,536.27,5,540.74,50,0,527.81,2706.82,Salary,1302.96,Rent,Positive,26.5,Medium,47.43,0
2022-01-15,1560,5157.45,3992.48,0.29,2966.82,inflation,701.0,0.21,266.53,584.97,6,1156.6,81,0,675.76,1686.46,Salary,1096.86,Healthcare,Positive,5.9,Medium,1164.97,0
2022-02-14,1726,5737.26,2677.31,0.34,2440.27,inflation,677.0,0.59,404.81,0.0,8,864.43,24,0,638.19,2668.1,Freelance,1000.29,Dining Out,Positive,63.5,Medium,3059.95,1
2022-03-16,1555,1858.09,4503.12,0.06,2782.8,recession,623.0,0.2,247.12,57.88,1,257.38,94,0,208.69,1739.83,Salary,1239.72,Transportation,Positive,42.3,Low,0.0,0
2022-04-15,1271,4997.38,2319.97,0.18,2128.55,inflation,655.0,0.12,444.34,118.77,6,901.4,47,0,174.98,2897.18,Salary,636.95,Groceries,Positive,44.4,Low,2677.41,1
2022-05-15,1413,2854.16,1645.38,0.08,2502.23,normal,730.0,0.52,707.1,262.25,3,1589.81,67,0,670.63,2737.48,Salary,1346.13,Healthcare,Negative,18.0,Medium,1208.78,0
2022-06-14,1673,3782.21,2551.49,0.36,2287.92,normal,750.0,0.14,807.98,250.77,9,1213.58,82,0,600.05,2790.46,Salary,935.81,Groceries,Negative,61.4,Low,1230.72,0
2022-07-14,1730,3818.92,3635.17,0.26,3330.9,normal,726.0,0.49,640.65,381.22,5,1958.3,55,0,619.18,3534.5,Salary,1542.16,Entertainment,Neutral,85.3,High,183.75,0
2022-08-13,1293,2700.91,4011.93,0.13,2679.08,recession,683.0,0.52,668.94,537.73,1,1114.84,72,0,483.02,2990.74,Salary,1219.09,Groceries,Positive,39.4,Medium,0.0,0
2022-09-12,1798,3786.2,2024.35,0.3,3090.69,recession,710.0,0.59,352.4,0.0,5,1536.06,74,0,589.81,1743.09,Salary,1417.56,Entertainment,Positive,56.2,High,1761.85,0
2022-10-12,1009,3964.49,2834.72,0.11,2030.89,normal,692.0,0.54,411.44,415.3,7,709.75,32,0,270.06,2844.87,Salary,1131.61,Dining Out,Negative,18.2,Low,1129.77,0
2022-11-11,1602,2405.71,4562.28,0.13,2952.5,recession,741.0,0.58,584.54,483.62,2,0.0,65,0,823.89,2617.82,Mixed,1571.02,Entertainment,Positive,45.9,Low,0.0,0
2022-12-11,1638,2893.05,3359.5,0.37,2817.27,normal,630.0,0.44,419.05,248.32,2,1374.7,98,0,554.53,1978.6,Salary,1698.36,Utilities,Negative,93.5,High,0.0,0
2023-01-10,1459,2375.83,3830.76,0.16,2702.52,recession,770.0,0.56,377.91,113.83,9,1837.28,96,0,602.28,2283.85,Freelance,1840.75,Insurance,Positive,47.2,Medium,0.0,0
2023-02-09,1101,3990.26,3417.6,0.29,2366.65,normal,729.0,0.48,750.97,32.31,6,884.79,35,0,645.85,1000.0,Salary,1462.86,Insurance,Negative,97.9,Low,572.66,0
2023-03-11,1539,3284.09,4333.5,0.28,3483.4,normal,736.0,0.5,1097.54,0.0,5,872.36,71,0,850.61,3370.79,Salary,1373.45,Healthcare,Negative,97.3,Medium,0.0,0
2023-04-10,1140,4354.88,3047.64,0.39,3570.99,normal,689.0,0.15,798.98,579.1,8,487.17,26,0,336.67,2753.24,Salary,1247.01,Entertainment,Neutral,14.2,Medium,1307.24,0
2023-05-10,1968,3645.58,2968.09,0.33,2949.09,normal,746.0,0.3,570.83,152.15,1,2008.19,76,0,779.02,1876.21,Salary,1375.32,Dining Out,Neutral,88.4,High,677.49,0
2023-06-09,1999,4728.44,1798.07,0.27,3081.71,normal,755.0,0.42,476.9,373.93,4,831.68,87,0,289.86,2583.3,Salary,1572.94,Entertainment,Positive,50.2,Low,2930.37,0
2023-07-09,1242,6435.12,5077.7,0.07,2607.25,normal,802.0,0.34,829.01,0.0,9,1636.82,75,0,691.55,2624.96,Salary,1690.72,Education,Positive,35.4,Low,1357.42,0
2023-08-08,1474,2835.33,3496.97,0.07,2906.09,recession,578.0,0.47,1142.46,630.17,5,503.58,49,0,319.4,3108.26,Salary,1646.87,Entertainment,Positive,45.4,Low,0.0,0
2023-09-07,1245,2709.73,1843.03,0.07,2555.46,inflation,706.0,0.54,1054.09,0.0,8,740.88,88,0,668.16,2216.13,Salary,407.91,Investments,Negative,31.2,Low,866.7,0
2023-10-07,1770,3151.96,2472.65,0.15,2128.48,normal,656.0,0.12,795.81,194.65,2,1152.45,29,0,131.05,1802.04,Salary,1549.68,Entertainment,Positive,29.2,High,679.31,0
2023-11-06,1897,4253.97,2055.75,0.35,3253.34,normal,646.0,0.56,420.35,477.02,8,682.06,87,0,692.93,2005.84,Salary,1007.35,Dining Out,Positive,28.7,Low,2198.22,0
2019-01-01,1355,4101.23,3030.0,0.19,3292.83,normal,680.0,0.24,249.2,595.33,6,1218.43,84,0,951.43,2533.75,Salary,618.07,Investments,Positive,70.0,Low,1071.23,0
2019-01-31,1141,4410.45,2844.18,0.26,3512.81,recession,689.0,0.4,279.1,91.01,5,1908.12,62,0,544.12,2362.86,Salary,1445.02,Rent,Negative,25.4,Low,1566.27,0
2019-03-02,1338,3507.87,3621.6,0.33,2824.73,normal,664.0,0.45,469.28,93.11,9,1284.78,89,0,461.26,2388.92,Salary,1815.33,Transportation,Positive,94.1,High,0.0,0
2019-04-01,1059,4785.37,3996.0,0.26,2222.7,normal,678.0,0.18,646.78,470.94,5,705.59,85,1,380.52,2042.11,Salary,675.21,Investments,Negative,70.6,Medium,789.37,0
2019-05-01,1456,4192.29,3483.32,0.21,1815.62,normal,727.0,0.54,684.8,355.79,5,1170.23,65,0,511.19,1517.52,Salary,1655.62,Groceries,Positive,97.8,Medium,708.97,0
2019-05-31,1919,3911.17,2421.84,0.25,3203.99,normal,721.0,0.47,545.84,426.5,4,984.89,94,0,505.98,2212.8,Mixed,1256.08,Utilities,Positive,53.6,Low,1489.33,0
2019-06-30,1713,3862.71,4210.65,0.38,3700.72,normal,687.0,0.59,513.71,349.36,5,925.57,33,0,457.18,2246.71,Salary,2098.0,Insurance,Positive,96.6,Low,0.0,0
2019-07-30,1617,1997.54,3821.97,0.3,2459.79,normal,630.0,0.15,757.25,403.64,4,302.41,30,0,456.75,3396.58,Freelance,748.41,Insurance,Negative,10.0,Low,0.0,0
2019-08-29,1683,4162.16,2769.09,0.29,2095.87,normal,677.0,0.51,296.51,73.28,4,921.09,54,0,158.12,2358.79,Freelance,1055.29,Dining Out,Positive,94.2,High,1393.07,0
2019-09-28,1650,4234.68,3186.99,0.4,2816.06,normal,715.0,0.15,522.77,561.25,9,1507.11,97,0,532.01,2005.38,Mixed,2215.04,Investments,Neutral,36.0,Low,1047.69,0
2019-10-28,1104,2087.6,2099.66,0.1,3183.14,normal,761.0,0.16,793.61,543.97,2,786.51,84,0,628.15,2384.62,Freelance,1223.87,Groceries,Positive,62.8,High,0.0,0
2019-11-27,1843,4006.74,2535.16,0.27,3170.18,normal,678.0,0.37,353.23,25.12,9,793.84,73,0,47.1,2894.44,Salary,1618.72,Transportation,Negative,67.1,Low,1471.58,0
2019-12-27,1621,3680.45,4042.22,0.27,3495.84,recession,660.0,0.34,249.96,355.59,7,466.37,46,0,762.98,1995.76,Salary,1419.3,Insurance,Negative,91.1,Low,0.0,0
2020-01-26,1531,4300.36,2324.91,0.37,2274.58,inflation,652.0,0.16,472.14,71.94,1,1484.18,56,0,695.22,1484.24,Salary,1259.46,Transportation,Neutral,69.4,Low,1975.45,0
2020-02-25,1339,4756.98,3296.33,0.21,3536.16,normal,667.0,0.57,822.74,290.63,5,753.3,91,0,602.1,2163.03,Salary,1326.26,Education,Positive,34.5,Medium,1460.65,0
2020-03-26,1238,3122.86,2184.06,0.07,2212.28,inflation,621.0,0.51,721.92,425.67,7,147.28,35,0,570.52,2395.42,Salary,1212.26,Healthcare,Negative,43.7,Low,938.8,0
2020-04-25,1040,3723.09,1632.99,0.33,2708.52,normal,695.0,0.15,915.97,349.9,9,0.0,52,0,677.64,3467.09,Salary,1127.74,Healthcare,Positive,43.0,Low,2090.1,0
2020-05-25,1696,3630.66,4270.29,0.18,2689.16,normal,663.0,0.25,861.83,811.23,1,1224.27,30,0,686.64,2087.13,Salary,1932.18,Dining Out,Positive,48.7,Low,0.0,0
2020-06-24,1203,3319.73,3580.7,0.07,3156.8,normal,699.0,0.16,747.57,436.94,4,1090.46,40,0,840.65,2106.79,Salary,1258.39,Investments,Negative,38.9,High,0.0,0
2020-07-24,1803,3395.53,4296.04,0.09,3317.84,normal,734.0,0.36,731.32,663.91,3,1020.78,66,0,350.91,2171.5,Salary,622.98,Transportation,Positive,63.0,Medium,0.0,0
2020-08-23,1050,4968.79,2489.33,0.31,2163.18,normal,720.0,0.17,544.89,762.92,3,1604.43,69,0,496.38,1287.39,Salary,769.21,Utilities,Neutral,84.6,Medium,2479.46,1
2020-09-22,1285,3252.32,4162.83,0.13,2439.14,recession,804.0,0.42,293.13,423.06,7,1022.41,67,0,625.32,2060.34,Salary,854.35,Groceries,Neutral,12.8,Low,0.0,0
2020-10-22,1103,4627.55,3493.56,0.29,2585.87,inflation,667.0,0.58,701.2,666.92,6,587.97,45,0,511.37,2305.76,Freelance,1276.51,Entertainment,Positive,84.0,Low,1133.99,0
2020-11-21,1748,4189.94,3390.29,0.14,2765.45,normal,694.0,0.46,349.39,538.44,4,131.29,25,0,457.51,2280.0,Salary,1688.33,Healthcare,Positive,50.9,High,799.65,0
2020-12-21,1701,4649.62,3809.51,0.27,2791.13,normal,655.0,0.25,418.19,283.92,3,1569.4,37,0,222.83,2384.92,Salary,1426.2,Investments,Neutral,93.8,Low,840.11,0
2021-01-20,1994,4597.41,3524.85,0.38,2786.29,recession,720.0,0.41,137.21,480.19,1,373.12,38,0,661.53,1490.51,Freelance,1428.58,Insurance,Negative,10.1,Low,1072.56,0
2021-02-19,1171,5030.81,2784.06,0.33,2355.92,inflation,664.0,0.37,655.7,599.52,8,383.2,47,1,550.36,2244.91,Salary,1236.95,Rent,Negative,70.8,Low,2246.75,0
2021-03-21,1011,3419.44,4156.88,0.06,3276.0,normal,721.0,0.36,626.2,0.0,7,1212.12,91,0,579.69,1418.2,Salary,1127.28,Rent,Negative,90.7,Medium,0.0,0
2021-04-20,1739,5537.14,4005.47,0.37,2762.2,recession,650.0,0.42,397.25,587.07,5,494.49,61,0,506.1,1085.07,Salary,1913.06,Insurance,Positive,55.4,High,1531.67,0
2021-05-20,1581,1024.42,2498.8,0.32,2382.24,recession,660.0,0.22,521.61,104.59,3,488.82,22,0,263.01,1919.07,Salary,1113.34,Dining Out,Neutral,6.1,Low,0.0,0
2021-06-19,1721,2263.72,2028.81,0.3,2249.37,normal,652.0,0.54,745.09,472.97,6,1208.49,41,0,351.61,2163.05,Salary,1103.58,Education,Negative,37.0,Low,234.91,0
2021-07-19,1187,3239.67,4285.87,0.11,3142.04,normal,678.0,0.57,523.94,330.96,8,1462.98,62,0,722.76,1516.43,Salary,1254.39,Dining Out,Positive,52.5,Low,0.0,0
2021-08-18,1651,6415.64,2198.36,0.08,2991.91,normal,685.0,0.49,275.76,288.9,9,1055.23,63,0,625.52,2639.27,Salary,465.35,Insurance,Positive,50.4,Low,4217.28,1
2021-09-17,1311,3157.9,4246.12,0.19,1918.56,normal,687.0,0.35,637.41,391.21,3,950.65,40,0,706.49,3127.26,Salary,1092.38,Utilities,Positive,10.0,High,0.0,0
2021-10-17,1635,3003.31,2934.01,0.29,3305.74,normal,709.0,0.51,404.79,472.86,4,842.27,67,0,467.02,1701.51,Salary,1887.49,Entertainment,Positive,67.3,Low,69.3,0
2021-11-16,1164,4150.9,4123.76,0.31,2104.0,normal,590.0,0.45,549.6,238.21,1,1217.5,26,0,451.85,1494.24,Freelance,1148.66,Education,Neutral,87.4,Medium,27.14,0
2021-12-16,1047,3547.88,2115.9,0.11,2707.6,normal,587.0,0.26,841.81,246.74,4,1984.13,58,0,613.72,1419.37,Freelance,779.73,Groceries,Negative,50.9,Medium,1431.98,0
2022-01-15,1102,3048.19,1902.72,0.34,3482.33,recession,642.0,0.46,461.36,436.21,2,1046.34,98,0,313.26,3397.72,Salary,1379.39,Investments,Positive,60.1,Low,1145.47,0
2022-02-14,1995,4650.06,3652.85,0.15,3181.53,inflation,617.0,0.34,205.57,47.26,1,1317.32,43,0,470.11,2388.92,Salary,1189.51,Investments,Positive,31.3,Low,997.21,0
2022-03-16,1572,4858.69,2473.39,0.29,2312.35,normal,671.0,0.25,376.61,237.36,7,1071.11,91,0,647.69,1330.85,Salary,1071.98,Investments,Positive,9.0,Low,2385.3,1
2022-04-15,1951,4883.15,1964.43,0.33,2724.21,normal,674.0,0.27,298.29,188.33,1,847.63,51,0,358.38,2353.55,Salary,1836.5,Healthcare,Positive,41.0,High,2918.72,1
2022-05-15,1700,5125.82,4054.06,0.32,3208.68,recession,707.0,0.37,458.39,115.83,9,1183.86,63,0,419.58,2164.34,Salary,791.77,Dining Out,Positive,74.6,Medium,1071.76,0
2022-06-14,1126,5081.45,2971.76,0.31,2869.91,recession,729.0,0.34,494.49,295.8,6,1660.96,99,0,428.96,1843.75,Freelance,1526.15,Education,Positive,1.9,Low,2109.69,0
2022-07-14,1557,2919.48,2922.42,0.1,3109.74,normal,657.0,0.13,556.99,72.58,2,838.24,84,0,277.96,3019.35,Salary,994.71,Groceries,Positive,31.3,Medium,0.0,0
2022-08-13,1666,6090.97,3400.06,0.13,2199.45,normal,627.0,0.44,522.38,629.31,6,810.0,41,0,388.33,1626.65,Freelance,844.15,Transportation,Negative,92.1,Low,2690.91,1
2022-09-12,1000,2532.54,2400.73,0.14,2374.16,normal,580.0,0.43,599.3,759.65,6,1115.43,91,0,500.86,1689.52,Freelance,1632.85,Insurance,Positive,84.4,Low,131.81,0
